"Paper_No","Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","subject","paper_no","regex_start","regex_end"
"economics paper 1",9906,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=8wpq01Ex6Ns%3d&tabid=2837&portalid=0&mid=9906","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2343,2012,"February","2012 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=5qX5PnVE0Q0%3d&tabid=649&portalid=0&mid=2343","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1874,2013,"November","2013 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=tXS2gOL-4W8%3d&tabid=607&portalid=0&mid=1874","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",9623,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=BkaWZ-SoQlY%3d&tabid=2702&portalid=0&mid=9623","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",6381,2017,"February","2017 Feb/March NSC Exam Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=j36Hbr5hfuY%3d&tabid=1608&portalid=0&mid=6381","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1543,2014,"November","2014 November NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=s19tqYDfk10%3d&tabid=568&portalid=0&mid=1543","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8254,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3uIq_9DLoSw%3d&tabid=2182&portalid=0&mid=8254","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2542,2009,"November","2009 November NSC Examination Papers ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Ct9NFJNPAR0%3d&tabid=677&portalid=0&mid=2542","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1655,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=udbjOwHsD-k%3d&tabid=584&portalid=0&mid=1655","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2343,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LOYRyUes3dY%3d&tabid=649&portalid=0&mid=2343","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",4436,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=E92uKh1kWO0%3d&tabid=1000&portalid=0&mid=4436","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8254,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=_4qMC6xePLg%3d&tabid=2182&portalid=0&mid=8254","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",9906,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=ioKd6eIZIzU%3d&tabid=2837&portalid=0&mid=9906","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8907,2019,"May","2019 May/June Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=SZjFeCArqQg%3d&tabid=2468&portalid=0&mid=8907","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1543,2014,"November","2014 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=8SOdp7_a_LI%3d&tabid=568&portalid=0&mid=1543","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1874,2013,"November","2013 November NSC Examination Papers ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=BmoDfjQ5UqE%3d&tabid=607&portalid=0&mid=1874","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8254,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=a44B7G7LgpE%3d&tabid=2182&portalid=0&mid=8254","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",7342,2017,"November","2017 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=84aEMl1hrEw%3d&tabid=1856&portalid=0&mid=7342","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1922,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ajYuGnK_IiU%3d&tabid=610&portalid=0&mid=1922","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",4436,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=c3w7beRrxt8%3d&tabid=1000&portalid=0&mid=4436","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",6171,2016,"November","2016 NSC Examinations (Oct/Nov)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Hm9nBrsCftw%3d&tabid=1508&portalid=0&mid=6171","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8907,2019,"May","2019 May/June Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=386svx9NgXE%3d&tabid=2468&portalid=0&mid=8907","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2343,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=80STjx-YzM0%3d&tabid=649&portalid=0&mid=2343","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2343,2012,"February","2012 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=cMuPslftQ9s%3d&tabid=649&portalid=0&mid=2343","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",4281,2015,"November","2015 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=A89YN2CoRXg%3d&tabid=979&portalid=0&mid=4281","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2916,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=t-XGaKrOo7M%3d&tabid=730&portalid=0&mid=2916","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8907,2019,"May","2019 May/June Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=HmUHou1XCdw%3d&tabid=2468&portalid=0&mid=8907","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8907,2019,"May","2019 May/June Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=qMzKw5JQkyA%3d&tabid=2468&portalid=0&mid=8907","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1874,2013,"November","2013 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=vdUatlIo6w0%3d&tabid=607&portalid=0&mid=1874","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 2",7587,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=8lvsS1iR06E%3d&tabid=1920&portalid=0&mid=7587","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",1543,2014,"November","2014 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=HPzJtoHfmwg%3d&tabid=568&portalid=0&mid=1543","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",4436,2016,"February","2016 Feb/March NSC Examination Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=P300FVcXRO0%3d&tabid=1000&portalid=0&mid=4436","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",8390,2018,"November","2018 November NSC Examination Papers ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=X3jWN-k4rUw%3d&tabid=2268&portalid=0&mid=8390","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",7342,2017,"November","2017 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=OE7ghYB9Q8c%3d&tabid=1856&portalid=0&mid=7342","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",6381,2017,"February","2017 Feb/March NSC Exam Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=fm_x0uwDJkw%3d&tabid=1608&portalid=0&mid=6381","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",9002,2019,"November","2019 NSC Examination Papers (November)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=HW2f1v_jj7k%3d&tabid=2556&portalid=0&mid=9002","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",6171,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=kLyzZL2Qmxs%3d&tabid=1508&portalid=0&mid=6171","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",7587,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=5ltY74dBCb8%3d&tabid=1920&portalid=0&mid=7587","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",5736,2016,"May","2016 ASC Exam Papers (May/June)","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=wTAivdIFpTk%3d&tabid=1375&portalid=0&mid=5736","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",9906,2021,"May","2021 NSC/SC May/June Examinations","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=9LGtxNrUo8k%3d&tabid=2837&portalid=0&mid=9906","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",9906,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3qCqGi-SmCk%3d&tabid=2837&portalid=0&mid=9906","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",9623,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=hdlyROzCn34%3d&tabid=2702&portalid=0&mid=9623","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",8390,2018,"November","2018 November NSC Examination Papers ","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=YARoVvdOPEU%3d&tabid=2268&portalid=0&mid=8390","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",8907,2019,"May","2019 May/June Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=QRfrQcl4XkQ%3d&tabid=2468&portalid=0&mid=8907","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",7587,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=R3vZRj028zI%3d&tabid=1920&portalid=0&mid=7587","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",8254,2018,"May","2018 May/June NSC Exam Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=J9_Dav6m6fU%3d&tabid=2182&portalid=0&mid=8254","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",6171,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LhVMrGyz5G0%3d&tabid=1508&portalid=0&mid=6171","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",8254,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=JTLHNViASkM%3d&tabid=2182&portalid=0&mid=8254","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",9623,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=TaNsXFOsAXY%3d&tabid=2702&portalid=0&mid=9623","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",1785,2014,NA,"2014 Grade 12 NSC Exemplars","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=amUq0IZlWKk%3d&tabid=599&portalid=0&mid=1785","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",9002,2019,"November","2019 NSC Examination Papers (November)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LBnBkqpqjHA%3d&tabid=2556&portalid=0&mid=9002","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",9623,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=HH_ke0RDAds%3d&tabid=2702&portalid=0&mid=9623","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",9906,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=gl72qJYGMFc%3d&tabid=2837&portalid=0&mid=9906","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",6381,2017,"February","2017 Feb/March NSC Exam Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=81bFt70XaGw%3d&tabid=1608&portalid=0&mid=6381","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",5736,2016,"May","2016 ASC Exam Papers (May/June)","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=kPwILUc2Hks%3d&tabid=1375&portalid=0&mid=5736","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",1543,2014,"November","2014 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=fsrIMsT5A6U%3d&tabid=568&portalid=0&mid=1543","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",1785,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=E0ktMuxKkJA%3d&tabid=599&portalid=0&mid=1785","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",9623,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=sb-gdNjNDGg%3d&tabid=2702&portalid=0&mid=9623","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",4436,2016,"February","2016 Feb/March NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Vub_UrZiqKY%3d&tabid=1000&portalid=0&mid=4436","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",8254,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LwFLOGL7SXw%3d&tabid=2182&portalid=0&mid=8254","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",7587,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=RLBmWM0ReMA%3d&tabid=1920&portalid=0&mid=7587","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",8390,2018,"November","2018 November NSC Examination Papers ","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=5f7CS_qgpy0%3d&tabid=2268&portalid=0&mid=8390","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",5736,2016,"May","2016 ASC Exam Papers (May/June)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=XuMcZhVD9Qk%3d&tabid=1375&portalid=0&mid=5736","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",4281,2015,"November","2015 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=31nP-4QtsbI%3d&tabid=979&portalid=0&mid=4281","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",6381,2017,"February","2017 Feb/March NSC Exam Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=S7FYqOMGzcE%3d&tabid=1608&portalid=0&mid=6381","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",4281,2015,"November","2015 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3kr-MdjfQ2E%3d&tabid=979&portalid=0&mid=4281","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",7342,2017,"November","2017 November NSC Examination Papers","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LwFLOGL7SXw%3d&tabid=1856&portalid=0&mid=7342","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",7342,2017,"November","2017 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ZR0QqNT6g4w%3d&tabid=1856&portalid=0&mid=7342","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",6171,2016,"November","2016 NSC Examinations (Oct/Nov)","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=DBFv83Qk8m0%3d&tabid=1508&portalid=0&mid=6171","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",1785,2014,NA,"2014 Grade 12 NSC Exemplars","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WjhTVmfX0rk%3d&tabid=599&portalid=0&mid=1785","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",1785,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=sqTKQ0LZEhk%3d&tabid=599&portalid=0&mid=1785","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",4281,2015,"November","2015 November NSC Examination Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=_53BIQhQPCY%3d&tabid=979&portalid=0&mid=4281","Economics","English",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",8390,2018,"November","2018 November NSC Examination Papers ","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=rnyPbJVnxIE%3d&tabid=2268&portalid=0&mid=8390","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
"economics paper 2",5736,2016,"May","2016 ASC Exam Papers (May/June)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=qrOWwxg_L2E%3d&tabid=1375&portalid=0&mid=5736","Economics","Afrikaans",NA,"Economics","Paper 2","1.1.1 ",1.2
